tweet_id,is_hired_1mo,lost_job_1mo,job_search,is_unemployed,job_offer
7124851543,,,,1.0,
758843592504815618,,,,1.0,
1174775984886898688,,,,1.0,
1131587030448824321,,,,1.0,
1169655249503739904,,,,1.0,
1215448506472763398,,,,1.0,
830925434846064640,,,,1.0,
1096103522410614789,,,,1.0,
301321452932714497,,,,1.0,
1053815288863559680,,,,1.0,
3533481532,,,,1.0,
1126440321418657792,,,,1.0,
143672640056463360,,,,1.0,
24823703984410625,,,,1.0,
1032420746365034497,,,,1.0,
318757067420749825,,,,1.0,
1218048936939872256,,,,1.0,
37940128756277248,,,,1.0,
1143556286723833856,,,,1.0,
1167411633557299201,,,,1.0,
271388492645400576,,,,1.0,
1084903355519066112,,,,1.0,
10534456749,,,,1.0,
1185387268992880641,,,,1.0,
458639949987074048,,,,1.0,
486987167647137793,,,,1.0,
449015346406887424,,,,1.0,
873309058954080258,,,,1.0,
1104875310313603072,,,,1.0,
339130281271377920,,,,1.0,
1225020762190467072,,,,1.0,
447929368460140544,,,,1.0,
1214634733356933120,,,,1.0,
1214920487534501888,,,,1.0,
1044768371617792000,,,,1.0,
14164627014,,,,1.0,
1199781014257700864,,,,1.0,
604110283200667648,,,,1.0,
753322785238294528,,,,1.0,
876115264752037889,,,,1.0,
1063725670860300288,,,,1.0,
783373324554539010,,,,1.0,
434073442569031680,,,,1.0,
919229063113445378,,,,1.0,
1162528325987962884,,,,1.0,
1083007989840314369,,,,1.0,
1105446122481508360,,,,1.0,
980145461251268608,,,,1.0,
203159898886914048,,,,1.0,
1031944672460124160,,,,1.0,
145915571970646018,,,,0.0,
1230985757986369536,,,,0.0,
945070725764960256,,,,0.0,
27908969452281856,,,,0.0,
37667698381033472,,,,0.0,
775718043972411392,,,,1.0,
2170639184039937,,,,1.0,
1235213052796112897,,,,1.0,
1220421129606770691,,,,1.0,
1084878662221160453,,,,1.0,
427950344245878785,,,,1.0,
1024828168094539776,,,,1.0,
318046556706181120,,,,0.0,
1211891855736082433,,,,1.0,
1109638388020334592,,,,0.0,
404639351637684224,,,,0.0,
951969679660277760,,,,0.0,
950547519016140800,,,,0.0,
877688554633277441,,,,1.0,
703688675041869825,,,,0.0,
1218503136257748998,,,,1.0,
100524340013056000,,,,1.0,
89873839701508097,,,,0.0,
1099420248581787648,,,,1.0,
1230293712195944456,,,,1.0,
408754961842188288,,,,0.0,
192737575646134272,,,,0.0,
1193960572561309696,,,,0.0,
684429307616296960,,,,0.0,
423287950731137024,,,,0.0,
782986716034523136,,,,1.0,
1223261024918429697,,,,1.0,
1217236615761944576,,,,1.0,
934089887179071488,,,,1.0,
905425023279693825,,,,1.0,
1133729873460158465,,,,1.0,
1093574338417229825,,,,0.0,
992813300554530816,,,,0.0,
1167516277365190657,,,,1.0,
76312516225007616,,,,0.0,
405295999457185793,,,,1.0,
877335758645862400,,,,1.0,
555723784595197952,,,,1.0,
1112405508118450178,,,,1.0,
1225847128121073664,,,,1.0,
1014211298349940738,,,,0.0,
1214701570392297473,,,,1.0,
1000535285204246529,,,,0.0,
1196779226864799745,,,,1.0,
821787500284936194,,,,0.0,
1194365509057306631,0.0,0.0,0.0,0.0,0.0
1180902724910624769,0.0,0.0,0.0,0.0,0.0
626213699313868800,0.0,0.0,0.0,0.0,0.0
1171048063756054528,0.0,0.0,0.0,0.0,0.0
245545387140726784,1.0,0.0,0.0,0.0,0.0
133721496395845632,0.0,0.0,0.0,0.0,0.0
1133453378334416897,0.0,0.0,0.0,0.0,0.0
156413743494995970,1.0,0.0,0.0,0.0,0.0
16776818247,1.0,0.0,0.0,0.0,0.0
166631070907899905,1.0,0.0,0.0,0.0,0.0
84826056305033216,0.0,0.0,0.0,0.0,0.0
318819023615840256,1.0,0.0,0.0,0.0,0.0
21314683532,1.0,0.0,0.0,0.0,0.0
783299409660547077,1.0,0.0,0.0,0.0,0.0
1208147729916018689,1.0,0.0,0.0,0.0,0.0
143781904364212226,1.0,0.0,0.0,0.0,0.0
89512480816103425,0.0,0.0,0.0,0.0,0.0
732276032070389760,0.0,0.0,0.0,0.0,0.0
373251062905716736,0.0,0.0,0.0,0.0,0.0
687030455632146432,1.0,0.0,0.0,0.0,0.0
14634297429,1.0,0.0,0.0,0.0,0.0
1173457304156553216,1.0,0.0,0.0,0.0,0.0
24071049475,0.0,0.0,0.0,0.0,0.0
27376918804,1.0,0.0,0.0,0.0,0.0
32258598411173888,0.0,0.0,0.0,0.0,0.0
153167689035169792,0.0,0.0,0.0,0.0,0.0
61085267255246848,0.0,0.0,0.0,0.0,0.0
50956473097920512,0.0,0.0,0.0,0.0,0.0
1115994142847508480,0.0,0.0,0.0,0.0,0.0
446085846358589441,1.0,0.0,0.0,0.0,0.0
92413120659734528,0.0,0.0,0.0,0.0,0.0
22130365716,0.0,0.0,0.0,0.0,0.0
380157852192481280,1.0,0.0,0.0,0.0,0.0
626513863224246272,0.0,0.0,0.0,0.0,0.0
413091277459431425,1.0,0.0,0.0,0.0,0.0
718172391327838209,1.0,0.0,0.0,0.0,0.0
96466926808731648,0.0,0.0,0.0,0.0,0.0
379737481203425282,1.0,0.0,0.0,0.0,0.0
140918142741397506,1.0,0.0,0.0,0.0,0.0
639083244252700672,0.0,0.0,0.0,0.0,0.0
98207636322918400,1.0,0.0,0.0,0.0,0.0
1093247513358991360,0.0,0.0,0.0,0.0,0.0
618264405281763328,1.0,0.0,0.0,0.0,0.0
1098718614608318465,0.0,0.0,1.0,1.0,0.0
24618935991,0.0,0.0,0.0,0.0,0.0
664289635640692736,0.0,0.0,1.0,1.0,0.0
1023731121941606403,1.0,0.0,0.0,0.0,0.0
367464743797555200,1.0,0.0,0.0,0.0,0.0
509395989544054784,0.0,0.0,0.0,0.0,0.0
1233078074322845696,1.0,0.0,0.0,0.0,0.0
861396388625731584,0.0,0.0,0.0,0.0,0.0
912859214141382658,0.0,1.0,0.0,0.0,0.0
476007826310316032,0.0,1.0,0.0,0.0,0.0
2941364211818496,0.0,0.0,0.0,0.0,0.0
1200832936842612745,0.0,0.0,0.0,0.0,0.0
1026559295675150345,0.0,0.0,0.0,0.0,0.0
1225103682737528836,0.0,1.0,0.0,0.0,0.0
1146135005481115654,0.0,0.0,0.0,0.0,0.0
1226879138553790464,0.0,0.0,0.0,0.0,0.0
168494829033107456,0.0,0.0,0.0,0.0,0.0
105973971354259456,0.0,1.0,0.0,0.0,0.0
1196432793552785408,0.0,0.0,0.0,0.0,0.0
682381397076652032,0.0,1.0,0.0,0.0,0.0
66518758247772160,0.0,0.0,0.0,0.0,0.0
25625135516,0.0,0.0,0.0,0.0,0.0
1096615878903386112,0.0,1.0,0.0,0.0,0.0
1192881589958709248,0.0,0.0,0.0,0.0,0.0
710255582083727360,0.0,0.0,0.0,0.0,0.0
1015319947369762821,0.0,0.0,0.0,0.0,0.0
106138444698353664,0.0,0.0,0.0,0.0,0.0
954724970344611846,0.0,0.0,0.0,0.0,0.0
423285162235789312,0.0,0.0,0.0,0.0,0.0
1231572021236191233,0.0,0.0,0.0,0.0,0.0
760505531123527680,0.0,0.0,0.0,0.0,0.0
99289370879721472,0.0,0.0,0.0,0.0,0.0
644209985426206720,0.0,0.0,0.0,0.0,0.0
293954000108285952,0.0,0.0,0.0,0.0,0.0
1126494271962402818,0.0,0.0,1.0,1.0,0.0
1021203490172006400,0.0,0.0,0.0,0.0,0.0
1230310771852238849,0.0,0.0,0.0,0.0,0.0
1218910327271837698,0.0,1.0,0.0,0.0,0.0
603397183342247936,0.0,0.0,0.0,0.0,0.0
879188701309546496,0.0,1.0,0.0,0.0,0.0
948575112298749953,0.0,1.0,0.0,0.0,0.0
1173095777557712901,0.0,0.0,0.0,0.0,0.0
365575860201324544,0.0,0.0,0.0,0.0,0.0
784922279507615744,0.0,0.0,0.0,0.0,0.0
163095873088274434,0.0,0.0,0.0,0.0,0.0
1198117726205681664,0.0,0.0,0.0,0.0,0.0
92788242826534913,0.0,0.0,0.0,0.0,0.0
1180107941648711680,0.0,0.0,0.0,0.0,0.0
340810036609708033,0.0,0.0,0.0,0.0,0.0
1056675737749651457,0.0,0.0,0.0,0.0,0.0
1215742421516025859,0.0,0.0,0.0,0.0,0.0
179637412367056896,0.0,0.0,0.0,0.0,0.0
94976064891265025,0.0,0.0,0.0,0.0,0.0
1055117030469312513,0.0,0.0,0.0,0.0,0.0
1123311260613914624,0.0,1.0,0.0,1.0,0.0
12267713158193152,0.0,0.0,0.0,0.0,0.0
