tweet_id,is_hired_1mo,lost_job_1mo,job_search,is_unemployed,job_offer
252828141041635330,1.0,0.0,0.0,0.0,0.0
471527883802828800,1.0,0.0,0.0,0.0,0.0
1170854758661468162,1.0,0.0,0.0,0.0,0.0
7840664563,1.0,0.0,0.0,0.0,0.0
791769277476941824,1.0,0.0,0.0,0.0,0.0
336493621798924288,1.0,0.0,0.0,0.0,0.0
1009917679321247744,1.0,0.0,0.0,0.0,0.0
206006790377308160,1.0,0.0,0.0,0.0,0.0
920503777395818496,1.0,0.0,0.0,0.0,0.0
910181553388564480,1.0,0.0,0.0,0.0,0.0
976252418068541441,1.0,0.0,0.0,0.0,0.0
963195784513703937,1.0,0.0,0.0,0.0,0.0
586169384248467457,1.0,0.0,0.0,0.0,0.0
1067066360625131520,1.0,0.0,0.0,0.0,0.0
184826021030264833,0.0,0.0,0.0,0.0,0.0
1167838392647868417,1.0,0.0,0.0,0.0,0.0
644178690956394496,1.0,0.0,0.0,0.0,0.0
601492176401498114,1.0,0.0,0.0,0.0,0.0
126869759886237696,1.0,0.0,0.0,0.0,0.0
154670441431175171,1.0,0.0,0.0,0.0,0.0
436344749818003456,1.0,0.0,0.0,0.0,0.0
1166108050102476800,1.0,0.0,0.0,0.0,0.0
215074256999030785,1.0,0.0,0.0,0.0,0.0
609196866664857600,1.0,0.0,0.0,0.0,0.0
402643595884113921,1.0,0.0,0.0,0.0,0.0
404823508376506368,1.0,0.0,0.0,0.0,0.0
108635876816461824,0.0,0.0,0.0,0.0,0.0
655564757806796800,1.0,0.0,0.0,0.0,0.0
119483578554916865,1.0,0.0,0.0,0.0,0.0
335490877017452544,1.0,0.0,0.0,0.0,0.0
552538904185044992,1.0,0.0,0.0,0.0,0.0
1061803348784046082,1.0,0.0,0.0,0.0,0.0
164382887154692096,1.0,0.0,0.0,0.0,0.0
675871885297455105,1.0,0.0,0.0,0.0,0.0
856892865330397184,1.0,0.0,0.0,0.0,0.0
341531933345447936,1.0,0.0,0.0,0.0,0.0
15738537416,1.0,0.0,0.0,0.0,0.0
503040852995112961,1.0,0.0,0.0,0.0,0.0
6935946767,1.0,0.0,0.0,0.0,0.0
1105558809013977088,1.0,0.0,0.0,0.0,0.0
1147380026624679938,1.0,0.0,0.0,0.0,0.0
393385853889679361,1.0,0.0,0.0,0.0,0.0
699055664501432320,1.0,0.0,0.0,0.0,0.0
1005945180401250305,1.0,0.0,0.0,0.0,0.0
14222508711,1.0,0.0,0.0,0.0,0.0
752567072438284289,1.0,0.0,0.0,0.0,0.0
746554621376659456,1.0,0.0,0.0,0.0,0.0
274355745942810624,1.0,0.0,0.0,0.0,0.0
1159146278359617536,1.0,0.0,0.0,0.0,0.0
993860857024073729,1.0,0.0,0.0,0.0,0.0
387019931167911936,0.0,0.0,0.0,0.0,0.0
241202479516246017,0.0,0.0,0.0,0.0,0.0
1220282405728243712,0.0,0.0,0.0,0.0,0.0
3074622808,0.0,0.0,0.0,0.0,0.0
18042141462,0.0,0.0,0.0,0.0,0.0
102413181980377090,0.0,0.0,0.0,0.0,0.0
603307422787248129,0.0,0.0,0.0,0.0,0.0
454865541463695360,0.0,0.0,0.0,0.0,0.0
875346658661466112,0.0,0.0,0.0,0.0,0.0
195285440062963713,0.0,0.0,0.0,0.0,0.0
537113460341870593,0.0,0.0,0.0,0.0,0.0
184057139990507521,0.0,0.0,0.0,0.0,0.0
1042100813479464961,0.0,0.0,0.0,0.0,0.0
1026450646399180800,0.0,0.0,0.0,0.0,0.0
421751544145379328,0.0,0.0,0.0,0.0,0.0
523954447341604864,0.0,0.0,0.0,0.0,0.0
529457923651829760,0.0,0.0,0.0,0.0,0.0
507422059744350209,0.0,0.0,0.0,0.0,0.0
684485547788648448,0.0,0.0,0.0,0.0,0.0
920425647004094465,0.0,0.0,0.0,0.0,0.0
906159643029901312,0.0,0.0,0.0,0.0,0.0
1070100482251730944,0.0,1.0,0.0,1.0,0.0
