tweet_id,is_hired_1mo,lost_job_1mo,job_search,is_unemployed,job_offer
430278356123123712,1.0,0.0,0.0,0.0,0.0
1065279876029018113,1.0,0.0,0.0,0.0,0.0
1153176539422494720,0.0,0.0,0.0,0.0,0.0
793703832496836608,0.0,0.0,0.0,0.0,0.0
241260952908083201,1.0,0.0,0.0,0.0,0.0
1126145308403093504,0.0,0.0,0.0,0.0,0.0
314830388499464193,1.0,0.0,0.0,0.0,0.0
487713784790663169,1.0,0.0,0.0,0.0,0.0
960551957252337664,1.0,0.0,0.0,0.0,0.0
143883422505500672,0.0,0.0,0.0,0.0,0.0
172317325138202624,1.0,0.0,0.0,0.0,0.0
1136610512047755264,1.0,0.0,0.0,0.0,0.0
280814264942485504,1.0,0.0,0.0,0.0,0.0
1004981880616308736,0.0,0.0,0.0,0.0,0.0
50674664892137472,1.0,0.0,0.0,0.0,0.0
6307481943,0.0,0.0,0.0,0.0,0.0
832408888578342912,1.0,0.0,0.0,0.0,0.0
260211997763850241,1.0,0.0,0.0,0.0,0.0
898458029267472384,0.0,0.0,0.0,0.0,0.0
1045819377273188353,0.0,0.0,0.0,0.0,0.0
821027155928723456,0.0,0.0,0.0,0.0,0.0
116621460730150912,1.0,0.0,0.0,0.0,0.0
336829652683333633,0.0,0.0,0.0,0.0,0.0
1182505673847955457,0.0,0.0,0.0,0.0,0.0
353656936417345536,0.0,0.0,0.0,0.0,0.0
290093747268620288,0.0,0.0,0.0,0.0,0.0
1158352448525914112,1.0,0.0,0.0,0.0,0.0
529642567596789761,1.0,0.0,0.0,0.0,0.0
509694087067602944,0.0,0.0,0.0,0.0,0.0
1068521459616645120,1.0,0.0,0.0,0.0,0.0
1090662689360236544,0.0,0.0,0.0,0.0,0.0
299357191553576961,1.0,0.0,0.0,0.0,0.0
1089686206319939585,1.0,0.0,0.0,0.0,0.0
641819796980539392,0.0,0.0,0.0,0.0,0.0
643579911446200320,1.0,0.0,0.0,0.0,0.0
29489538030,1.0,0.0,0.0,0.0,0.0
297424615364501504,1.0,0.0,0.0,0.0,0.0
879873104427626496,1.0,0.0,0.0,0.0,0.0
1122339316766846976,1.0,0.0,0.0,0.0,0.0
839339266463322112,1.0,0.0,0.0,0.0,0.0
926452371470761984,0.0,0.0,0.0,0.0,0.0
828677497193525250,1.0,0.0,0.0,0.0,0.0
768094284591476736,1.0,0.0,0.0,0.0,0.0
584907937212010496,0.0,0.0,0.0,0.0,0.0
861038556130582528,1.0,0.0,0.0,0.0,0.0
516379731248545792,0.0,0.0,0.0,0.0,0.0
262963919918882816,0.0,0.0,0.0,0.0,0.0
58001885872922624,0.0,0.0,0.0,0.0,0.0
473230159655735297,0.0,0.0,0.0,0.0,0.0
245601712742739969,1.0,0.0,0.0,0.0,0.0
154254008842854401,0.0,0.0,0.0,0.0,0.0
158439582394884096,0.0,0.0,0.0,0.0,0.0
271000291967647745,0.0,0.0,0.0,0.0,0.0
1194877678375129088,0.0,0.0,0.0,0.0,0.0
393583717651738624,0.0,0.0,0.0,0.0,0.0
863490489693155328,0.0,0.0,0.0,0.0,0.0
953724490864738304,0.0,0.0,0.0,0.0,0.0
785169852268892161,0.0,0.0,0.0,0.0,0.0
358129913397653505,0.0,0.0,0.0,0.0,0.0
301578072199667712,0.0,0.0,0.0,0.0,0.0
929201392064925696,0.0,0.0,0.0,0.0,0.0
1078709306218942464,0.0,0.0,0.0,0.0,0.0
366752173540900864,0.0,0.0,0.0,0.0,0.0
305768997725560832,0.0,0.0,0.0,0.0,0.0
346161731497771008,0.0,0.0,0.0,0.0,0.0
399404806780882944,0.0,0.0,0.0,0.0,0.0
175690360092237825,0.0,0.0,0.0,0.0,0.0
1152664528770830341,0.0,0.0,0.0,0.0,0.0
179064663319920640,0.0,0.0,0.0,0.0,0.0
1222982154365390849,0.0,0.0,0.0,0.0,0.0
365568293240705025,0.0,0.0,0.0,0.0,0.0
